index	title	description	category
469	Tens of thousands of old phones linger in vintage seller's inventory	"Phoneco, a mom-and-pop seller of analog technology, has tens of thousands of classic rotary phones in stock and they aren't shifting.




Their inventory exploded in 1991, when the Knappens purchased 13 semi-trailer loads of phones from the Turtle Lake busine…"	
470	‘Five Nights At Freddy’s’ Tops $200M WW; ‘Godzilla Minus One’ Roars In Japan – International Box Office	Universal/Blumhouse’s Five Nights at Freddy’s was still plenty game this weekend, crossing $100M at the international box office and $200M worldwide. The sophomore frame overseas, where this is a pure theatrical play, dipped 54% to deliver $35.6M in 74 market…	
471	Tiger 3 Third Day Box Office Collection Worldwide: How Much Did Salman Khan’s Film Earn?	Salman Khan’s latest film, Tiger 3, has not only garnered positive reception from the audience but also smashed box office records in its third day box office collection. The action-packed thriller movie has made blockbuster earnings domestically as well as g…	
472	The 11 Most Expensive Hollywood Movies Ever Made	Ever wondered what is the most expensive movie ever made? Whereas the average Hollywood film costs around $100 million to produce, the expenditures of the top …	
473	Tiger 3 Second Day Box Office Collection Worldwide: How much Did Salman Khan Movie Earn?	Salman Khan’s latest release, Tiger 3, opened with a blast at the box office. The film witnessed a remarkable surge in revenue on its second day of release, even though it was a Monday. According to industry tracker Sacnilk, the film raked in an impressive $6…	
474	Full US Trailer for Wim Wenders' 'Perfect Days' Starring Kôji Yakusho	"""Now is now."" Neon rated has unveiled their official US trailer for an indie gem titled Perfect Days, the latest narrative film by prolific German filmmaker Wim Wenders. This won Best Actor at the 2023 Cannes Film Festival this summer - where it first premier…"	
475	‘The Marvels’ Tallies Only $21.5 Million At Box Office On Opening Day Despite $220 Million Budget, Report Says	The movie is projected to deliver the worst weekend box office debut in Marvel Cinematic Universe history.	
476	Official Trailer for Dog Movie 'Arthur the King' Starring Mark Wahlberg	"""Extra meatballs for you, my friend."" Give him all the meatballs! Lionsgate has revealed an official trailer for a dog movie called Arthur the King, set for release in March 2024. They slid in to take this release spot after the reshuffling of movie release d…"	
477	‘The Marvels’ Tallies Only $21.5 Million On Box Office Opening Day Despite $220 Million Budget, Report Says	The movie is projected to deliver the worst weekend box office debut in Marvel Cinematic Universe history.	
478	Mogul Unlocked: This Is Jason Lee	There is more to Jason Lee than amazing celebrity interviews. He is a self-made millionaire, philanthropist, author, and businessman who epitomizes the American dream.	
479	The Creator Digital Release Date Confirmed After Sci-Fi Movie’s 5th Week In Theaters	2023 science-fiction film The Creator's digital release date is confirmed after an inconsistent box office run that started just five weeks ago.	
480	‘Barbie’ Set For Gotham Awards’ Inaugural Global Icon & Creator Tribute	The likely pink-hued awards season continues. The Gotham Awards will honor 2023’s highest-grossing film, Greta Gerwig’s Barbie, with its inaugural Global Icon & Creator Tribute. The honor will be presented November 27 at the 33rd annual Gotham Awards ceremony…	
481	Lena Headey Exits Horror Pic ‘Svalta,’ XYZ & Wayward Wrap Production With Nick Frost And Aisling Bea	EXCLUSIVE: Lena Headey (Game Of Thrones) has stepped back from the XYZ Films, Wayward Entertainment, and Resolute Films horror pic Svalta due to what has been described as scheduling conflicts. She was replaced by This Way Up actor Aisling Bea.  The pic, writ…	
482	The Lady Killer Box Office Collection: How Much Did Arjun Kapoor’s Film Earn So Far?	Arjun Kapoor made his return to the big screen with Ajay Bahl’s latest crime thriller movie, The Lady Killer, co-starring Bhumi Pednekar. However, the film’s journey to the box office has been anything but conventional. The film reportedly had a budget of $5.…	
483	Want to Give ‘The Holdovers’ Writer David Hemingson a ‘Colossal’ Compliment? Tell Him He Writes Just Like Alexander Payne	Hemingson may be the sole credited screenwriter on Payne's latest, but as the awards season favorite tells IndieWire, they forged a partnership that forever changed the film — and Hemingson's filmmaking philosophy.	
484	Nintendo announces live-action Legend of Zelda movie	"Nintendo and Sony Pictures Entertainment announced that a live-action Legend of Zelda film is in the works. Wes Ball (Maze Runner trilogy) is directing. No word on who will play Link.



From the Hollywood Reporter:




Nintendo representative director and fe…"	
485	Is Real Steel 2 Still Happening With Hugh Jackman Back In The Robot Boxing Arena?	Hugh Jackman&amp;#39;s days of training boxing robots might not be over after all, should Real Steel 2 finally come together. Here&amp;#39;s what we know at the moment.	
486	The Super Mario Bros. Movie Will Stream On Netflix In Time For The Holidays	Want to add some mushrooms to your winter holiday decorations? The Super Mario Bros. Movie is coming to Netflix in December.	
487	Disney’s Wish Box Office Projections See It Break a Major Record Following Pixar’s Coco	"Current box office projections for Disney's Wish predict it will have the highest opening for an original animated movie since 2017's Coco.
The post Disney’s Wish Box Office Projections See It Break a Major Record Following Pixar’s Coco appeared first on Comi…"	
488	India Box Office: Salman Khan Scores Highest-Opener With ‘Tiger 3’	Indian box office report: Hindi film 'Tiger 3' scores big at the ticket windows, becomes Bollywood star Salman Khan's highest-ever opening movie.	
489	'The Marvels' Suffers 'Unprecedented Box Office Collapse'	The superhero movie may have encountered a new villain at the box office: genre fatigue.	
490	New York falls under a spectral “death chill” in Ghostbusters: Frozen Empire teaser	"""The last thing you see is your own tear ducts freezing up."""	
491	Cannes Khartoum Drama ‘Goodbye Julia’ Proves Breakout B.O. Success In Egypt As Sudanese Expats Flock To Screenings	Mohamed Kordofani’s Khartoum-set drama Goodbye Julia made history at Cannes earlier this year as the first Sudanese feature to play in the festival across its 76 editions. Six months on, the film is achieving a new first at the Egyptian box office. The drama …	
492	Rep. Joaquin Castro asks Justice Dept. to review Warner Bros.' practice of permanently shelving movies for tax breaks	"In the past couple of years, Warner Bros. Discovery has withheld completed movies from release in order to get tax breaks. ""Batgirl"" and ""Scoob! Holiday Haunt"" were fully completed and intended to be released on the streamer Max, but permanently shelved so th…"	
493	Viva Pictures Takes North America On Chinese 3D Animation ‘Deep Sea’	EXCLUSIVE: Indie animation distributor Viva Pictures has acquired North American rights to Deep Sea, a 3D animated feature that world premiered out of Berlin earlier this year. Written and directed by Tian Xiaopeng (Monkey King: Hero Is Back), the $80M Mandar…	
494	Peacock Acquires U.S. Rights To Brit Cringe Comedy Series ‘Hapless’ Starring Tim Downie	EXCLUSIVE: Peacock has acquired U.S. rights to season one and two of Brit sitcom Hapless. The series, which heralds from veteran Brit director Gary Sinyor, revolves around an obsessive and gaffe-prone journalist for a fictional Jewish newspaper. Tim Downie (O…	
495	'Radical' opens at No. 5 at the U.S. box office, boosted by major Latino cities	Despite a marketing hurdle, the Mexican film 'Radical'  reached No. 5 at the U.S. box office, grossing $2.7 million in its first week.	
496	#471 November 14, 2023		
497	Lucrative OTT rights, deadline and a loophole: Why producers are ‘dumping’ incomplete films in theatres	The rise of the OTT market has resulted in a section of the producers becoming complacent, knowing that a certain chunk of money will come irrespective of what happens at the box office.	
498	Jury’s still out on the profitability of Apple’s ‘Killers of the Flower Moon’	"Martin Scorsese's ""Killers of the Flower Moon,"" starring Leonardo DiCaprio and Robert De Niro and Apple's first major theatrical release…
The post Jury’s still out on the profitability of Apple’s ‘Killers of the Flower Moon’ appeared first on MacDailyNews."	
499	The Super Mario Bros. Movie Sets Netflix Release Date After Successful Box Office Run	According to Deadline, Universal Pictures‘ hit animated fantasy movie The Super Mario Bros. Movie will soon be available for streaming on Netflix. Following a successful theatrical run which earned the film over $1 billion at the worldwide box office, the fil…	
500	Ultraman Rising's First Trailer Comes With Giant-Sized Growing Pains	Netflix and Tsuburaya have teamed up to bring Ultraman to the world of animation once more—with a slick new look and a wild twist: this time the Giant of Light has to look after a monster, instead of simply beating them up.Read more...	
501	The Marvels just might be the MCU’s first huge box office disaster	With The Marvels, the MCU might experience its first major box office disaster.	
502	The Witcher Is Returning to Animation, and Bringing a New-Old Voice With It	We’re going to be waiting a long while before Geralt’s live-action adventures—complete with a new face—continue on Netflix. But that’s not to say the Witcher won’t be witching any time soon either, thanks to a new movie—starring a very familiar voice.Read mor…	
503	"""Now and Then,"" The Beatles’ Last Song, Is Here Thanks to Peter Jackson’s AI"	"The track was made possible thanks to technology the director used on the documentary series ""Get Back."" Listen here."	
